CODGEO;POPU;MEDECINS
80155;312,0;0,00
80156;341,0;0,00
80157;93,0;0,00
80158;41,0;0,00
80159;260,0;0,00
80160;1243,0;4,00
80161;220,0;0,00
80162;738,0;0,00
80163;732,0;0,00
80164;4517,0;14,00
80165;176,0;0,00
80166;626,0;3,00
80167;313,0;0,00
80168;1062,0;3,00
80169;85,0;0,00
80170;105,0;0,00
80171;607,0;0,00
80172;534,0;0,00
80173;454,0;0,00
80174;102,0;0,00
80175;108,0;0,00
80176;283,0;0,00
80177;737,0;1,00
80179;214,0;0,00
80180;104,0;0,00
80181;126,0;0,00
80182;2660,0;12,00
80183;258,0;0,00
80184;483,0;0,00
80185;290,0;1,00
80186;1961,0;8,00
80187;660,0;1,00
80188;585,0;0,00
80189;67,0;0,00
80190;1300,0;1,00
80191;207,0;0,00
80192;188,0;0,00
80193;122,0;0,00
80194;125,0;0,00
80195;157,0;0,00
80196;275,0;0,00
80197;44,0;0,00
80198;388,0;0,00
80199;538,0;1,00
80200;217,0;0,00
80201;49,0;0,00
80202;294,0;0,00
80203;88,0;0,00
80204;766,0;6,00
80205;915,0;0,00
80206;123,0;0,00
80207;365,0;0,00
80208;196,0;0,00
80209;433,0;0,00
80210;142,0;0,00
80211;1735,0;10,00
80212;6339,0;35,00
80213;509,0;0,00
80214;330,0;0,00
80215;234,0;0,00
80216;147,0;0,00
80217;89,0;0,00
80218;128,0;0,00
80219;51,0;0,00
80220;96,0;0,00
80221;303,0;0,00
80222;1545,0;14,00
80223;141,0;0,00
80224;117,0;0,00
80225;186,0;0,00
80226;315,0;0,00
80227;441,0;0,00
80228;2179,0;5,00
80229;329,0;0,00
80230;315,0;0,00
80231;140,0;0,00
80232;219,0;0,00
80233;142,0;0,00
80234;794,0;2,00
80235;1324,0;5,00
80236;515,0;2,00
80237;485,0;0,00
80238;442,0;0,00
80239;51,0;0,00
80240;1330,0;0,00
80241;1165,0;2,00
80242;427,0;0,00
80243;43,0;0,00
80244;200,0;0,00
80245;282,0;0,00
80246;345,0;0,00
80247;650,0;2,00
80248;419,0;0,00
80249;297,0;0,00
80250;343,0;0,00
80251;335,0;0,00
80252;253,0;0,00
80253;6689,0;38,00
80256;1278,0;8,00
80258;94,0;0,00
80259;99,0;0,00
80260;865,0;0,00
80261;1245,0;7,00
80262;411,0;0,00
80263;54,0;0,00
80264;90,0;0,00
80265;578,0;0,00
80266;278,0;0,00
80267;216,0;0,00
80268;578,0;0,00
80269;125,0;0,00
80270;5,0;0,00
80271;1216,0;5,00
80272;118,0;0,00
80273;381,0;0,00
80274;1841,0;1,00
80275;317,0;0,00
80276;309,0;0,00
80278;172,0;0,00
80279;809,0;1,00
80280;131,0;0,00
80281;204,0;0,00
80282;499,0;0,00
80283;150,0;0,00
80284;797,0;0,00
80285;235,0;0,00
80287;253,0;0,00
80288;336,0;0,00
80290;389,0;0,00
80291;282,0;0,00
80292;135,0;0,00
80293;393,0;0,00
80294;175,0;0,00
80295;366,0;0,00
80296;1251,0;2,00
80297;44,0;0,00
80298;533,0;0,00
80299;222,0;0,00
80300;132,0;0,00
80301;241,0;0,00
80302;149,0;0,00
80303;462,0;0,00
80304;115,0;0,00
80305;462,0;0,00
80306;145,0;0,00
80307;143,0;0,00
80308;2499,0;13,00
80310;658,0;0,00
80311;147,0;0,00
80312;283,0;0,00
80313;308,0;0,00
80314;174,0;0,00
80315;432,0;0,00
80316;2053,0;7,00
80317;241,0;0,00
80318;3246,0;16,00
80319;309,0;0,00
80320;129,0;0,00
80321;149,0;0,00
80322;154,0;0,00
80324;149,0;0,00
80325;48,0;0,00
80326;121,0;1,00
80327;155,0;0,00
80328;542,0;0,00
80329;173,0;0,00
80330;260,0;0,00
80331;314,0;0,00
80332;426,0;1,00
80333;1278,0;6,00
80334;106,0;0,00
80335;285,0;0,00
80336;69,0;0,00
80337;231,0;0,00
80338;1874,0;3,00
80339;167,0;0,00
80340;183,0;0,00
80341;352,0;0,00
80342;465,0;0,00
80343;179,0;0,00
80344;198,0;0,00
80345;516,0;0,00
80346;161,0;0,00
80347;153,0;0,00
80348;155,0;0,00
80349;144,0;0,00
80350;525,0;0,00
80351;245,0;0,00
80352;148,0;0,00
80353;125,0;0,00
80354;178,0;0,00
80355;107,0;0,00
80356;101,0;0,00
80357;247,0;0,00
80358;108,0;0,00
80359;302,0;0,00
80360;2255,0;10,00
80361;72,0;0,00
80362;296,0;0,00
80364;739,0;5,00
80365;143,0;0,00
80366;498,0;0,00
80367;187,0;0,00
80368;4604,0;16,00
80369;229,0;0,00
80371;113,0;0,00
80372;140,0;0,00
80373;2774,0;10,00
80374;255,0;0,00
80375;379,0;0,00
80376;554,0;0,00
80377;402,0;0,00
80378;66,0;0,00
80379;585,0;0,00
80380;218,0;0,00
80381;43,0;0,00
80383;95,0;0,00
80384;194,0;0,00
80385;332,0;0,00
80386;171,0;0,00
80387;292,0;0,00
80388;233,0;0,00
80389;22,0;0,00
80390;370,0;0,00
80391;69,0;0,00
80392;601,0;0,00
80393;334,0;0,00
80395;260,0;0,00
80396;321,0;0,00
80397;101,0;0,00
80399;245,0;0,00
80400;391,0;0,00
80401;137,0;0,00
80402;123,0;0,00
80403;162,0;1,00
80404;139,0;0,00
80405;429,0;0,00
80406;1402,0;5,00
80407;143,0;0,00
80408;360,0;0,00
80409;172,0;0,00
80410;4899,0;33,00
80411;520,0;0,00
80412;518,0;0,00
80413;102,0;0,00
80414;119,0;0,00
80415;1029,0;3,00
80416;704,0;0,00
80417;1530,0;2,00
80418;69,0;0,00
80419;406,0;0,00
80420;173,0;0,00
80421;260,0;0,00
80422;551,0;0,00
80423;426,0;0,00
80424;514,0;5,00
80425;104,0;0,00
80426;378,0;0,00
80427;357,0;0,00
80428;122,0;0,00
80429;192,0;0,00
80430;199,0;0,00
80431;559,0;1,00
80432;166,0;0,00
80433;48,0;0,00
80434;170,0;0,00
80435;57,0;0,00
80436;527,0;0,00
80437;119,0;0,00
80438;529,0;0,00
80439;159,0;0,00
80440;141,0;0,00
80442;1090,0;0,00
80443;1667,0;4,00
80444;664,0;0,00
80445;255,0;0,00
80446;805,0;4,00
80447;82,0;0,00
80449;91,0;0,00
80450;97,0;0,00
80451;112,0;0,00
80452;405,0;3,00
80453;149,0;0,00
80455;69,0;0,00
80456;508,0;0,00
80458;419,0;0,00
80459;97,0;0,00
80460;68,0;0,00
80461;226,0;0,00
80462;349,0;0,00
80463;650,0;0,00
80464;1002,0;0,00
80465;202,0;0,00
80466;125,0;0,00
80467;174,0;0,00
80468;160,0;0,00
80469;187,0;0,00
80470;178,0;0,00
80472;152,0;0,00
80473;278,0;0,00
80474;393,0;0,00
80475;216,0;0,00
80476;346,0;0,00
80477;231,0;0,00
80478;144,0;0,00
80479;340,0;1,00
80480;115,0;0,00
80481;389,0;0,00
80482;143,0;0,00
80484;409,0;10,00
80485;842,0;2,00
80486;649,0;1,00
80487;83,0;0,00
80488;1664,0;6,00
80489;5775,0;10,00
80490;281,0;0,00
80491;75,0;0,00
80493;270,0;0,00
80494;209,0;0,00
80495;586,0;2,00
80496;169,0;0,00
80497;126,0;0,00
80498;610,0;5,00
80499;241,0;0,00
80500;517,0;0,00
80501;275,0;0,00
80502;118,0;0,00
80503;190,0;0,00
80504;71,0;0,00
80505;169,0;0,00
80507;1083,0;3,00
80508;68,0;0,00
80509;470,0;0,00
80511;106,0;0,00
80512;897,0;1,00
80513;168,0;0,00
80514;111,0;0,00
80515;145,0;0,00
80516;220,0;0,00
80517;154,0;0,00
80518;410,0;0,00
80519;516,0;0,00
80520;162,0;0,00
80521;200,0;0,00
80522;105,0;0,00
80523;1320,0;1,00
80524;570,0;0,00
80525;163,0;0,00
80526;169,0;0,00
80527;303,0;0,00
80528;6,0;0,00
80529;201,0;0,00
80530;577,0;0,00
80531;114,0;0,00
80532;191,0;0,00
80533;2917,0;16,00
80535;187,0;0,00
80536;298,0;0,00
80537;91,0;0,00
80538;143,0;0,00
80540;247,0;0,00
80541;178,0;0,00
80542;569,0;0,00
80543;117,0;0,00
80544;196,0;0,00
80545;544,0;0,00
80546;553,0;0,00
80547;232,0;0,00
80548;373,0;0,00
80549;696,0;3,00
80550;140,0;0,00
80551;136,0;0,00
80552;1246,0;2,00
80553;335,0;0,00
80554;818,0;5,00
80555;675,0;0,00
80556;528,0;0,00
80557;574,0;0,00
80558;233,0;0,00
80559;166,0;0,00
80560;227,0;0,00
80561;6103,0;44,00
80562;217,0;0,00
80563;87,0;0,00
80565;95,0;0,00
80566;331,0;0,00
80568;313,0;0,00
80569;277,0;0,00
80570;4032,0;21,00
80571;516,0;0,00
80572;364,0;0,00
80573;409,0;0,00
80574;86,0;0,00
80575;98,0;0,00
80576;302,0;0,00
80577;165,0;0,00
80578;691,0;0,00
80579;830,0;5,00
80580;241,0;0,00
80582;1001,0;0,00
80583;251,0;0,00
80584;1128,0;1,00
80585;2456,0;13,00
80586;162,0;0,00
80587;91,0;0,00
80588;353,0;0,00
80589;97,0;0,00
80590;322,0;0,00
80591;165,0;0,00
80592;577,0;0,00
80593;270,0;0,00
80594;127,0;0,00
80595;274,0;0,00
80596;216,0;0,00
80597;837,0;0,00
80598;1268,0;7,00
80599;258,0;0,00
80600;767,0;2,00
80601;392,0;0,00
80602;126,0;0,00
80603;284,0;0,00
80604;65,0;0,00
80605;219,0;0,00
80606;1180,0;10,00
80607;238,0;0,00
80608;238,0;0,00
80609;381,0;0,00
80611;838,0;1,00
80613;642,0;0,00
80614;315,0;0,00
80615;429,0;0,00
80616;176,0;0,00
80617;220,0;0,00
80618;1135,0;1,00
80619;719,0;1,00
80620;7796,0;50,00
80621;385,0;0,00
80622;1360,0;10,00
80623;357,0;0,00
80624;253,0;0,00
80625;589,0;3,00
80626;287,0;0,00
80627;899,0;1,00
80628;683,0;0,00
80629;98,0;0,00
80630;2397,0;18,00
80631;112,0;0,00
80632;2377,0;5,00
80633;617,0;1,00
80634;762,0;0,00
80635;1411,0;6,00
80637;283,0;1,00
80638;118,0;0,00
80639;1259,0;3,00
80640;254,0;0,00
80642;299,0;0,00
80643;478,0;1,00
80644;652,0;0,00
80645;523,0;0,00
80646;81,0;0,00
80647;252,0;0,00
80648;115,0;0,00
80649;1389,0;0,00
80650;666,0;8,00
80651;285,0;0,00
80652;757,0;0,00
80654;585,0;0,00
80655;443,0;0,00
80656;1095,0;7,00
80657;314,0;0,00
80658;167,0;0,00
80659;290,0;0,00
80661;829,0;4,00
80662;255,0;0,00
80663;381,0;0,00
80664;191,0;0,00
80665;137,0;0,00
80666;40,0;0,00
80667;120,0;0,00
80668;184,0;0,00
80669;348,0;0,00
80670;546,0;0,00
80671;241,0;0,00
80672;609,0;2,00
80673;193,0;0,00
80674;3431,0;5,00
80675;138,0;0,00
80676;169,0;0,00
80677;1756,0;7,00
80678;785,0;0,00
80679;577,0;1,00
80680;2955,0;16,00
80681;277,0;0,00
80682;196,0;0,00
80683;109,0;0,00
80684;124,0;0,00
80685;6255,0;33,00
80686;741,0;3,00
80687;138,0;0,00
80688;3121,0;22,00
80690;570,0;0,00
80691;392,0;0,00
80692;1013,0;3,00
80693;315,0;0,00
80694;346,0;0,00
80695;489,0;0,00
80696;1164,0;5,00
80697;28,0;0,00
80698;227,0;0,00
80699;111,0;0,00
80700;942,0;0,00
80701;473,0;0,00
80702;933,0;3,00
80703;203,0;0,00
80704;368,0;0,00
80705;88,0;0,00
80706;1871,0;5,00
80707;85,0;0,00
80708;197,0;0,00
80709;259,0;0,00
80710;414,0;0,00
80711;2021,0;9,00
80713;308,0;0,00
80714;1327,0;0,00
80716;1256,0;7,00
80717;941,0;3,00
80718;1427,0;3,00
80719;60,0;0,00
80721;2760,0;12,00
80722;517,0;0,00
80723;231,0;0,00
80724;2416,0;11,00
80725;4010,0;15,00
80726;264,0;0,00
80728;57,0;0,00
80729;185,0;0,00
80730;781,0;0,00
80732;677,0;2,00
80733;288,0;0,00
80734;205,0;0,00
80735;165,0;0,00
80736;241,0;0,00
80737;172,0;0,00
80738;148,0;0,00
80740;286,0;0,00
80741;180,0;0,00
80742;73,0;0,00
80743;181,0;0,00
80744;60,0;0,00
80746;1082,0;2,00
80747;143,0;0,00
80748;211,0;0,00
80749;279,0;0,00
80750;179,0;0,00
80751;469,0;0,00
80752;488,0;0,00
80753;128,0;0,00
80754;317,0;0,00
80755;126,0;0,00
80756;60,0;0,00
80757;135,0;0,00
80758;172,0;0,00
80759;359,0;0,00
80760;390,0;0,00
80761;262,0;0,00
80762;376,0;0,00
80763;384,0;0,00
80764;282,0;0,00
80765;876,0;2,00
80766;520,0;0,00
80767;235,0;0,00
80769;239,0;0,00
80770;608,0;1,00
80771;42,0;0,00
80773;97,0;0,00
80774;273,0;0,00
80775;643,0;0,00
80776;204,0;0,00
80777;134,0;0,00
80778;123,0;0,00
80779;853,0;1,00
80780;403,0;1,00
80781;275,0;0,00
80782;424,0;0,00
80783;75,0;0,00
80784;301,0;0,00
80785;550,0;0,00
80786;148,0;0,00
80787;109,0;0,00
80788;193,0;0,00
80789;139,0;0,00
80790;160,0;0,00
80791;744,0;0,00
80792;251,0;1,00
80793;2388,0;12,00
80794;62,0;0,00
80795;510,0;0,00
80796;214,0;0,00
80797;143,0;0,00
80798;1447,0;8,00
80799;4199,0;24,00
80800;134,0;0,00
80801;323,0;0,00
80802;654,0;0,00
80803;238,0;0,00
80804;189,0;0,00
80805;159,0;5,00
80806;421,0;0,00
80807;277,0;0,00
80808;424,0;0,00
80809;440,0;0,00
80810;116,0;0,00
80811;611,0;0,00
80812;162,0;0,00
80813;86,0;0,00
80814;461,0;0,00
80815;852,0;2,00
80819;94,0;0,00
80820;814,0;3,00
80821;225,0;0,00
80822;123,0;0,00
80823;136,0;0,00
80824;257,0;0,00
80825;124,0;0,00
80826;830,0;0,00
80827;1419,0;4,00
80828;44,0;0,00
80829;89,0;0,00
80830;211,0;0,00
80832;308,0;0,00
80833;151,0;0,00
80834;565,0;0,00
80835;270,0;0,00
80836;240,0;0,00
81001;234,0;0,00
81002;2679,0;3,00
81003;972,0;12,00
81004;49179,0;363,00
81005;555,0;0,00
81006;212,0;0,00
81007;107,0;0,00
81008;289,0;0,00
81009;69,0;0,00
81010;447,0;0,00
81011;948,0;1,00
81012;118,0;0,00
81013;384,0;0,00
81014;521,0;3,00
81015;68,0;0,00
81016;180,0;0,00
81017;153,0;0,00
81018;2486,0;6,00
81019;155,0;0,00
81020;280,0;0,00
81021;6313,0;7,00
81022;190,0;0,00
81023;208,0;0,00
81024;312,0;0,00
81025;201,0;0,00
81026;427,0;0,00
81027;165,0;0,00
81028;105,0;0,00
81029;179,0;0,00
81030;109,0;0,00
81031;822,0;0,00
81032;1126,0;0,00
81033;3049,0;3,00
81034;396,0;1,00
81035;181,0;0,00
81036;1127,0;0,00
81037;1396,0;9,00
81038;2201,0;9,00
81039;1973,0;9,00
81040;395,0;0,00
81041;105,0;0,00
81042;1924,0;1,00
81043;737,0;0,00
81044;241,0;0,00
81045;360,0;3,00
81046;1498,0;8,00
81047;232,0;0,00
81048;2316,0;9,00
81049;361,0;4,00
81050;267,0;0,00
81051;1063,0;5,00
81052;1962,0;3,00
81053;337,0;0,00
81054;855,0;0,00
81055;288,0;0,00
81056;122,0;0,00
81058;193,0;0,00
81059;669,0;0,00
81060;9933,0;62,00
81061;191,0;0,00
81062;759,0;0,00
81063;1543,0;5,00
81064;981,0;5,00
81065;42222,0;240,00
81066;313,0;0,00
81067;480,0;0,00
81068;158,0;0,00
81069;989,0;14,00
81070;2276,0;3,00
81071;80,0;0,00
81072;124,0;0,00
81073;163,0;0,00
81074;1533,0;2,00
81075;479,0;0,00
81076;694,0;3,00
81077;433,0;0,00
81078;1010,0;3,00
81079;713,0;0,00
81080;82,0;0,00
81081;1297,0;8,00
81082;127,0;0,00
81083;263,0;0,00
81084;642,0;0,00
81085;51,0;0,00
81086;165,0;0,00
81087;344,0;0,00
81088;496,0;0,00
81089;140,0;0,00
81090;228,0;0,00
81091;142,0;0,00
81092;881,0;1,00
81093;683,0;0,00
81094;94,0;0,00
81095;94,0;0,00
81096;386,0;0,00
81097;1313,0;1,00
81098;653,0;0,00
81099;13629,0;73,00
81100;389,0;0,00
81101;1202,0;0,00
81102;284,0;0,00
81103;127,0;0,00
81104;1393,0;6,00
81105;11761,0;52,00
81106;510,0;0,00
81108;144,0;0,00
81109;467,0;0,00
81110;102,0;0,00
81111;84,0;0,00
81112;992,0;1,00
81113;376,0;0,00
81114;451,0;0,00
81115;1491,0;9,00
81116;1821,0;5,00
81117;730,0;1,00
81118;137,0;0,00
81119;461,0;3,00
81120;6320,0;20,00
81121;290,0;0,00
81122;70,0;0,00
81123;95,0;0,00
81124;2567,0;16,00
81125;301,0;0,00
81126;163,0;0,00
81127;124,0;0,00
81128;1709,0;9,00
81129;229,0;0,00
81130;1784,0;6,00
81131;1897,0;5,00
81132;829,0;3,00
81133;440,0;0,00
81134;65,0;0,00
81135;105,0;0,00
81136;171,0;0,00
81137;76,0;0,00
81138;407,0;0,00
81139;1777,0;7,00
81140;10178,0;74,00
81141;158,0;0,00
81142;761,0;0,00
81143;612,0;0,00
81144;4373,0;10,00
81145;4328,0;21,00
81146;227,0;0,00
81147;1077,0;0,00
81148;92,0;0,00
81149;400,0;0,00
81150;414,0;0,00
81151;132,0;0,00
81152;254,0;0,00
81153;47,0;0,00
81154;76,0;0,00
81155;277,0;0,00
81156;2961,0;22,00
81157;293,0;0,00
81158;295,0;0,00
81159;330,0;0,00
81160;421,0;1,00
81161;109,0;0,00
81162;177,0;0,00
81163;10093,0;73,00
81164;396,0;0,00
81165;245,0;0,00
81166;87,0;0,00
81167;101,0;0,00
81168;1075,0;6,00
81169;90,0;0,00
81170;1421,0;4,00
81171;1373,0;1,00
81172;53,0;0,00
81173;241,0;0,00
81174;613,0;0,00
81175;329,0;1,00
81176;103,0;0,00
81177;426,0;0,00
81178;377,0;1,00
81179;287,0;0,00
81180;261,0;0,00
81181;179,0;0,00
81182;2088,0;6,00
81183;181,0;0,00
81184;28,0;0,00
81185;202,0;0,00
81186;274,0;0,00
81187;175,0;0,00
81188;315,0;0,00
81189;122,0;0,00
81190;412,0;0,00
81191;235,0;0,00
81192;834,0;4,00
81193;334,0;0,00
81195;695,0;0,00
81196;832,0;1,00
81197;209,0;0,00
81198;315,0;0,00
81199;197,0;0,00
81200;432,0;0,00
81201;786,0;3,00
81202;917,0;0,00
81203;523,0;0,00
81204;2195,0;5,00
81205;173,0;0,00
81206;569,0;0,00
81207;87,0;0,00
81208;501,0;0,00
81209;2878,0;4,00
81210;230,0;0,00
81211;439,0;0,00
81212;151,0;0,00
81213;81,0;0,00
81214;89,0;0,00
81215;625,0;0,00
81216;214,0;0,00
81217;484,0;1,00
81218;2937,0;8,00
81219;3235,0;23,00
81220;5083,0;28,00
81221;249,0;0,00
81222;3285,0;20,00
81223;54,0;0,00
81224;120,0;0,00
81225;914,0;0,00
81226;283,0;0,00
81227;2305,0;6,00
81228;395,0;0,00
81229;126,0;0,00
81230;771,0;0,00
81231;366,0;0,00
81232;590,0;0,00
81233;237,0;0,00
81234;72,0;0,00
81235;767,0;0,00
81236;228,0;0,00
81237;177,0;0,00
81238;1666,0;9,00
81239;937,0;1,00
81240;99,0;1,00
81241;256,0;0,00
81242;264,0;0,00
81243;117,0;0,00
81244;2169,0;2,00
81245;132,0;0,00
81246;122,0;0,00
81247;215,0;0,00
81248;800,0;0,00
81249;817,0;0,00
81250;260,0;0,00
81251;873,0;0,00
81252;125,0;0,00
81253;465,0;0,00
81254;372,0;0,00
81255;428,0;0,00
81256;77,0;0,00
81257;6758,0;23,00
81258;411,0;0,00
81259;215,0;0,00
81260;450,0;0,00
81261;913,0;0,00
81262;231,0;0,00
81263;436,0;0,00
81264;78,0;0,00
81265;66,0;0,00
81266;1078,0;6,00
81267;627,0;2,00
81268;87,0;0,00
81269;553,0;1,00
81270;127,0;0,00
81271;8213,0;37,00
81272;240,0;0,00
81273;3318,0;10,00
81274;792,0;0,00
81275;191,0;0,00
81276;1089,0;7,00
81277;521,0;0,00
81278;181,0;0,00
81279;238,0;1,00
81280;233,0;0,00
81281;1982,0;7,00
81282;37,0;0,00
81283;1072,0;0,00
81284;1530,0;10,00
81285;477,0;0,00
81286;606,0;0,00
81287;227,0;0,00
81288;2635,0;10,00
81289;2358,0;15,00
81290;188,0;0,00
81291;383,0;0,00
81292;519,0;5,00
81293;271,0;0,00
81294;913,0;0,00
81295;449,0;3,00
81296;245,0;0,00
81297;1032,0;0,00
81298;486,0;0,00
81299;383,0;0,00
81300;124,0;0,00
81301;126,0;0,00
81302;42,0;0,00
81303;410,0;5,00
81304;194,0;0,00
81305;806,0;7,00
81306;831,0;3,00
81307;834,0;0,00
81308;1326,0;12,00
81309;339,0;3,00
81310;105,0;0,00
81311;753,0;0,00
81312;939,0;1,00
81313;237,0;0,00
81314;593,0;2,00
81315;1459,0;4,00
81316;178,0;0,00
81317;1178,0;9,00
81318;140,0;0,00
81319;471,0;0,00
81320;160,0;0,00
81321;83,0;0,00
81322;220,0;0,00
81323;353,0;0,00
81324;215,0;0,00
81325;1839,0;5,00
81326;363,0;0,00
82001;616,0;1,00
82002;3061,0;14,00
82003;221,0;0,00
82004;141,0;0,00
82005;1038,0;7,00
82006;62,0;0,00
82007;121,0;0,00
82008;954,0;5,00
82009;34,0;0,00
82010;266,0;0,00
82011;866,0;0,00
82012;498,0;0,00
82013;3884,0;28,00
82014;311,0;0,00
82015;128,0;0,00
82016;209,0;0,00
82017;1388,0;0,00
82018;1067,0;0,00
82019;689,0;1,00
82020;589,0;0,00
82021;235,0;0,00
82022;396,0;6,00
82023;808,0;1,00
82024;258,0;0,00
82025;3598,0;16,00
82026;620,0;1,00
82027;1222,0;0,00
82028;678,0;3,00
82029;239,0;0,00
82030;411,0;0,00
82031;1136,0;3,00
82032;551,0;0,00
82033;13054,0;50,00
82034;115,0;0,00
82035;326,0;0,00
82036;139,0;0,00
82037;6638,0;32,00
82038;1526,0;11,00
82039;512,0;0,00
82040;264,0;0,00
82041;245,0;0,00
82042;1227,0;4,00
82043;286,0;0,00
82044;1659,0;2,00
82045;294,0;0,00
82046;103,0;0,00
82047;57,0;0,00
82048;1462,0;0,00
82049;1020,0;1,00
82050;1196,0;2,00
82051;809,0;1,00
82052;1062,0;0,00
82053;279,0;0,00
82054;409,0;0,00
82055;244,0;0,00
82056;175,0;0,00
82057;562,0;0,00
82058;100,0;0,00
82059;295,0;0,00
82060;225,0;0,00
82061;164,0;0,00
82062;1433,0;2,00
82063;642,0;0,00
82064;108,0;0,00
82065;431,0;0,00
82066;618,0;0,00
82067;106,0;0,00
82068;193,0;0,00
82069;202,0;0,00
82070;71,0;0,00
82071;43,0;0,00
82072;943,0;2,00
82073;908,0;0,00
82074;153,0;0,00
82075;3779,0;22,00
82076;1561,0;2,00
82077;372,0;0,00
82078;130,0;0,00
82079;3723,0;12,00
82080;1101,0;1,00
82081;169,0;0,00
82082;187,0;0,00
82083;127,0;0,00
82084;179,0;0,00
82085;1124,0;1,00
82086;232,0;0,00
82087;2874,0;13,00
82088;681,0;5,00
82089;1132,0;6,00
82090;1002,0;2,00
82091;121,0;0,00
82092;198,0;0,00
82093;644,0;2,00
82094;1496,0;8,00
82095;205,0;0,00
82096;2948,0;7,00
82097;1517,0;10,00
82098;1098,0;0,00
82099;503,0;0,00
82100;130,0;0,00
82101;1085,0;4,00
82102;276,0;0,00
82103;109,0;0,00
82104;170,0;0,00
82105;1211,0;4,00
82106;145,0;0,00
82107;59,0;0,00
82108;1227,0;8,00
82109;227,0;0,00
82110;1003,0;0,00
82111;349,0;0,00
82112;12365,0;72,00
82113;1217,0;10,00
82114;594,0;0,00
82115;1834,0;10,00
82116;208,0;0,00
82117;1397,0;7,00
82118;121,0;0,00
82119;663,0;1,00
82120;290,0;0,00
82121;56536,0;377,00
82122;160,0;0,00
82123;1245,0;0,00
82124;3547,0;15,00
82125;5793,0;28,00
82126;1300,0;0,00
82127;780,0;2,00
82128;106,0;0,00
82129;105,0;0,00
82130;180,0;0,00
82131;1492,0;7,00
82132;1077,0;7,00
82133;99,0;0,00
82134;5246,0;20,00
82135;1202,0;0,00
82136;1521,0;0,00
82137;544,0;6,00
82138;123,0;0,00
82139;123,0;0,00
82140;403,0;0,00
82141;592,0;0,00
82142;1410,0;0,00
82143;101,0;0,00
82144;681,0;0,00
82145;361,0;0,00
82146;64,0;0,00
82147;345,0;0,00
82148;671,0;4,00
82149;1851,0;9,00
82150;937,0;2,00
82151;420,0;0,00
82152;408,0;0,00
82153;196,0;0,00
82154;226,0;0,00
82155;1899,0;8,00
82156;149,0;0,00
82157;126,0;0,00
82158;166,0;0,00
82159;494,0;0,00
82160;274,0;0,00
82161;3645,0;9,00
82162;229,0;0,00
82163;64,0;0,00
82164;128,0;0,00
82165;497,0;0,00
82166;241,0;0,00
82167;1737,0;9,00
82168;323,0;0,00
82169;2141,0;9,00
82170;606,0;0,00
82171;1410,0;0,00
82172;297,0;0,00
82173;904,0;1,00
82174;289,0;0,00
82175;227,0;0,00
82176;704,0;0,00
82177;165,0;0,00
82178;764,0;0,00
82179;2148,0;6,00
82180;483,0;0,00
82181;207,0;0,00
82182;397,0;1,00
82183;255,0;0,00
82184;802,0;0,00
82185;234,0;0,00
82186;5143,0;37,00
82187;665,0;5,00
82188;645,0;0,00
82189;755,0;2,00
82190;4251,0;24,00
82191;318,0;0,00
82192;485,0;0,00
82193;130,0;0,00
82194;1228,0;9,00
82195;699,0;0,00
83001;2641,0;6,00
83002;265,0;0,00
83003;927,0;3,00
83004;6743,0;21,00
83005;300,0;0,00
83006;204,0;0,00
83007;2104,0;13,00
83008;2503,0;5,00
83009;7663,0;80,00
83010;167,0;0,00
83011;1512,0;6,00
83012;3069,0;18,00
83013;202,0;0,00
83014;199,0;0,00
83015;327,0;0,00
83016;9092,0;69,00
83017;2438,0;5,00
83018;2980,0;6,00
83019;7548,0;18,00
83020;25,0;0,00
83021;2520,0;4,00
83022;21,0;0,00
83023;16171,0;108,00
83025;1208,0;0,00
83026;1968,0;3,00
83027;5410,0;19,00
83028;1823,0;4,00
83029;3287,0;25,00
83030;1751,0;2,00
83031;4128,0;13,00
83032;3360,0;12,00
83033;3313,0;9,00
83034;9894,0;43,00
83035;4022,0;8,00
83036;6975,0;32,00
83037;1317,0;0,00
83038;456,0;0,00
83039;137,0;0,00
83040;75,0;0,00
83041;575,0;1,00
83042;11119,0;57,00
83043;1834,0;5,00
83044;313,0;2,00
83045;867,0;0,00
83046;2257,0;11,00
83047;16855,0;70,00
83048;3498,0;14,00
83049;10333,0;39,00
83050;37501,0;211,00
83051;1089,0;0,00
83052;334,0;0,00
83053;2128,0;5,00
83054;8591,0;28,00
83055;5285,0;19,00
83056;2559,0;8,00
83057;3132,0;5,00
83058;4393,0;10,00
83059;2547,0;7,00
83060;467,0;0,00
83061;52344,0;276,00
83062;25613,0;103,00
83063;1761,0;5,00
83064;5549,0;15,00
83065;2832,0;21,00
83066;1523,0;5,00
83067;4215,0;7,00
83068;4106,0;13,00
83069;54527,0;394,00
83070;5356,0;45,00
83071;9918,0;39,00
83072;9004,0;33,00
83073;9532,0;35,00
83074;193,0;0,00
83075;645,0;0,00
83076;838,0;0,00
83077;2028,0;8,00
83078;289,0;0,00
83079;1108,0;0,00
83080;864,0;0,00
83081;5916,0;15,00
83082;1445,0;1,00
83083;1239,0;1,00
83084;577,0;0,00
83085;2948,0;4,00
83086;9189,0;36,00
83087;4141,0;17,00
83088;2535,0;5,00
83089;631,0;0,00
83090;13023,0;101,00
83091;5707,0;19,00
83092;3476,0;7,00
83093;1718,0;4,00
83094;2910,0;11,00
83095;747,0;0,00
